level_5_sig_id,cell,plate,time,level_3_samples,samples_number,pert_type,pert_drug,targets,targets_number,dose,dose_float
NMH002_NEU_6H:BRD-K20880473-001-03-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:L20|NMH002_NEU_6H_X2_B6_DUO52HI53LO:L20|NMH002_NEU_6H_X3_B6_DUO52HI53LO:L20,3,trt_cp,BG-1013,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K20986251-001-10-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:K03|NMH002_NEU_6H_X2_B6_DUO52HI53LO:K03|NMH002_NEU_6H_X3_B6_DUO52HI53LO:K03,3,trt_cp,BRD-K20986251,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K21283037-001-15-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:O06|NMH002_NEU_6H_X2_B6_DUO52HI53LO:O06|NMH002_NEU_6H_X3_B6_DUO52HI53LO:O06,3,trt_cp,riluzole,SCN5A,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K22429181-001-12-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:O15|NMH002_NEU_6H_X2_B6_DUO52HI53LO:O15|NMH002_NEU_6H_X3_B6_DUO52HI53LO:O15,3,trt_cp,retinol,"RXRA, RXRB, RXRG",3.0,10 uM,0.0
NMH002_NEU_6H:BRD-K22503835-001-08-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:F16|NMH002_NEU_6H_X2_B6_DUO52HI53LO:F16|NMH002_NEU_6H_X3_B6_DUO52HI53LO:F16,3,trt_cp,scriptaid,HDAC1,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K23875128-001-09-1:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:N11|NMH002_NEU_6H_X2_B6_DUO52HI53LO:N11|NMH002_NEU_6H_X3_B6_DUO52HI53LO:N11,3,trt_cp,BRD-K23875128,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K23984367-075-10-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:F01|NMH002_NEU_6H_X2_B6_DUO52HI53LO:F01|NMH002_NEU_6H_X3_B6_DUO52HI53LO:F01,3,trt_cp,sorafenib,"BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET",11.0,10 uM,0.0
NMH002_NEU_6H:BRD-K24656285-001-04-4:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:K09|NMH002_NEU_6H_X2_B6_DUO52HI53LO:K09,2,trt_cp,farnesol,MAOB,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K24994810-001-02-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:K11|NMH002_NEU_6H_X2_B6_DUO52HI53LO:K11|NMH002_NEU_6H_X3_B6_DUO52HI53LO:K11,3,trt_cp,androstenol,NR1I3,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K26117720-001-03-0:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:L11|NMH002_NEU_6H_X2_B6_DUO52HI53LO:L11|NMH002_NEU_6H_X3_B6_DUO52HI53LO:L11,3,trt_cp,gingerol,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K26521938-001-06-4:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M16|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M16|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M16,3,trt_cp,dinoprostone,"PTGER1, PTGER2, PTGER3, PTGER4",4.0,10 uM,0.0
NMH002_NEU_6H:BRD-K26657438-001-10-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:H15|NMH002_NEU_6H_X2_B6_DUO52HI53LO:H15|NMH002_NEU_6H_X3_B6_DUO52HI53LO:H15,3,trt_cp,imiquimod,"TLR7, TLR8",2.0,10 uM,0.0
NMH002_NEU_6H:BRD-K26818574-305-01-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:J14|NMH002_NEU_6H_X2_B6_DUO52HI53LO:J14|NMH002_NEU_6H_X3_B6_DUO52HI53LO:J14,3,trt_cp,BIX-01294,EHMT2,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K26925640-001-01-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:C22|NMH002_NEU_6H_X2_B6_DUO52HI53LO:C22|NMH002_NEU_6H_X3_B6_DUO52HI53LO:C22,3,trt_cp,BML-286,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K27305650-001-11-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:B08|NMH002_NEU_6H_X2_B6_DUO52HI53LO:B08|NMH002_NEU_6H_X3_B6_DUO52HI53LO:B08,3,trt_cp,LY-294002,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PLK1, PRKDC",7.0,10 uM,0.0
NMH002_NEU_6H:BRD-K27316855-001-10-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M21|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M21|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M21,3,trt_cp,calcitriol,VDR,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K27332342-001-01-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:I18|NMH002_NEU_6H_X2_B6_DUO52HI53LO:I18|NMH002_NEU_6H_X3_B6_DUO52HI53LO:I18,3,trt_cp,BRD-K27332342,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K27450477-003-06-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:D10|NMH002_NEU_6H_X2_B6_DUO52HI53LO:D10|NMH002_NEU_6H_X3_B6_DUO52HI53LO:D10,3,trt_cp,EHNA,"ADA, PDE2A",2.0,10 uM,0.0
NMH002_NEU_6H:BRD-K27499107-001-04-2:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:G09|NMH002_NEU_6H_X2_B6_DUO52HI53LO:G09|NMH002_NEU_6H_X3_B6_DUO52HI53LO:G09,3,trt_cp,carbacyclin,"PPARD, PTGIR",2.0,10 uM,0.0
NMH002_NEU_6H:BRD-K27710560-001-05-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:F08|NMH002_NEU_6H_X2_B6_DUO52HI53LO:F08|NMH002_NEU_6H_X3_B6_DUO52HI53LO:F08,3,trt_cp,splitomycin,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K27756844-001-02-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:P18|NMH002_NEU_6H_X2_B6_DUO52HI53LO:P18|NMH002_NEU_6H_X3_B6_DUO52HI53LO:P18,3,trt_cp,BG-1032,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K27799527-001-02-1:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:N14|NMH002_NEU_6H_X2_B6_DUO52HI53LO:N14|NMH002_NEU_6H_X3_B6_DUO52HI53LO:N14,3,trt_cp,BG-1020,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K28470988-001-03-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:B15|NMH002_NEU_6H_X2_B6_DUO52HI53LO:B15|NMH002_NEU_6H_X3_B6_DUO52HI53LO:B15,3,trt_cp,L-690330,IMPA1,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K28912512-001-19-0:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:H18|NMH002_NEU_6H_X2_B6_DUO52HI53LO:H18|NMH002_NEU_6H_X3_B6_DUO52HI53LO:H18,3,trt_cp,nicotinamide,PARP1,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K30466858-335-01-5:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:G20|NMH002_NEU_6H_X2_B6_DUO52HI53LO:G20|NMH002_NEU_6H_X3_B6_DUO52HI53LO:G20,3,trt_cp,ellagic-acid,"CA1, CA12, CA14, CA2, CA4, CA6, CA9, SYK",8.0,10 uM,0.0
NMH002_NEU_6H:BRD-K30707190-001-03-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:C10|NMH002_NEU_6H_X2_B6_DUO52HI53LO:C10|NMH002_NEU_6H_X3_B6_DUO52HI53LO:C10,3,trt_cp,PNU-74654,"CTNNB1, TCF4",2.0,10 uM,0.0
NMH002_NEU_6H:BRD-K30743633-001-08-2:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:K17|NMH002_NEU_6H_X2_B6_DUO52HI53LO:K17|NMH002_NEU_6H_X3_B6_DUO52HI53LO:K17,3,trt_cp,TCPOBOP,NR1I3,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K30984264-003-10-0:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:C06|NMH002_NEU_6H_X2_B6_DUO52HI53LO:C06|NMH002_NEU_6H_X3_B6_DUO52HI53LO:C06,3,trt_cp,harmine,MAOA,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K31023358-001-18-0:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M20|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M20|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M20,3,trt_cp,purpurogallin,BCL2L1,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K31041191-001-03-5:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:P12|NMH002_NEU_6H_X2_B6_DUO52HI53LO:P12|NMH002_NEU_6H_X3_B6_DUO52HI53LO:P12,3,trt_cp,BG-1029,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K31342827-001-12-0:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:N13|NMH002_NEU_6H_X2_B6_DUO52HI53LO:N13|NMH002_NEU_6H_X3_B6_DUO52HI53LO:N13,3,trt_cp,BRD-K31342827,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K32107296-001-11-0:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:P05|NMH002_NEU_6H_X2_B6_DUO52HI53LO:P05|NMH002_NEU_6H_X3_B6_DUO52HI53LO:P05,3,trt_cp,temozolomide,MGMT,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K32164935-001-25-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:D14|NMH002_NEU_6H_X2_B6_DUO52HI53LO:D14|NMH002_NEU_6H_X3_B6_DUO52HI53LO:D14,3,trt_cp,tolazamide,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K32307229-001-01-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:A15|NMH002_NEU_6H_X2_B6_DUO52HI53LO:A15|NMH002_NEU_6H_X3_B6_DUO52HI53LO:A15,3,trt_cp,BRD-K32307229,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K32536677-001-02-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:J04|NMH002_NEU_6H_X2_B6_DUO52HI53LO:J04|NMH002_NEU_6H_X3_B6_DUO52HI53LO:J04,3,trt_cp,AGK-2,SIRT2,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K32610195-001-14-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M19|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M19|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M19,3,trt_cp,androstenedione,"AKR1C3, HSD17B1, HSD3B1",3.0,10 uM,0.0
NMH002_NEU_6H:BRD-K33127281-001-02-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:K07|NMH002_NEU_6H_X2_B6_DUO52HI53LO:K07|NMH002_NEU_6H_X3_B6_DUO52HI53LO:K07,3,trt_cp,adapalene,"RARA, RARB, RARG",3.0,10 uM,0.0
NMH002_NEU_6H:BRD-K33422401-001-02-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:L15|NMH002_NEU_6H_X2_B6_DUO52HI53LO:L15|NMH002_NEU_6H_X3_B6_DUO52HI53LO:L15,3,trt_cp,PMSF,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K33572481-001-02-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:I21|NMH002_NEU_6H_X2_B6_DUO52HI53LO:I21|NMH002_NEU_6H_X3_B6_DUO52HI53LO:I21,3,trt_cp,taurodeoxycholic-acid,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K35010406-001-03-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:L04|NMH002_NEU_6H_X2_B6_DUO52HI53LO:L04|NMH002_NEU_6H_X3_B6_DUO52HI53LO:L04,3,trt_cp,BG-1005,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K35307346-001-04-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:G03|NMH002_NEU_6H_X2_B6_DUO52HI53LO:G03|NMH002_NEU_6H_X3_B6_DUO52HI53LO:G03,3,trt_cp,BRD-K35307346,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K35483542-001-05-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:C05|NMH002_NEU_6H_X2_B6_DUO52HI53LO:C05|NMH002_NEU_6H_X3_B6_DUO52HI53LO:C05,3,trt_cp,alitretinoin,"RARA, RARB, RARG, RXRA, RXRB, RXRG",6.0,10 uM,0.0
NMH002_NEU_6H:BRD-K35923252-001-03-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:L19|NMH002_NEU_6H_X2_B6_DUO52HI53LO:L19|NMH002_NEU_6H_X3_B6_DUO52HI53LO:L19,3,trt_cp,BRD-K35923252,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K35960502-001-16-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:A22|NMH002_NEU_6H_X1_B6_DUO52HI53LO:F07|NMH002_NEU_6H_X2_B6_DUO52HI53LO:A22|NMH002_NEU_6H_X2_B6_DUO52HI53LO:F07|NMH002_NEU_6H_X3_B6_DUO52HI53LO:A22|NMH002_NEU_6H_X3_B6_DUO52HI53LO:F07,6,trt_cp,niclosamide,STAT3,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K36137799-001-04-0:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:L09|NMH002_NEU_6H_X2_B6_DUO52HI53LO:L09|NMH002_NEU_6H_X3_B6_DUO52HI53LO:L09,3,trt_cp,plumbagin,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K36162096-001-09-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:F04|NMH002_NEU_6H_X2_B6_DUO52HI53LO:F04|NMH002_NEU_6H_X3_B6_DUO52HI53LO:F04,3,trt_cp,BRD-K36162096,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K37270826-001-21-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M05|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M05|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M05,3,trt_cp,mifepristone,"AR, NR3C1, PGR",3.0,10 uM,0.0
NMH002_NEU_6H:BRD-K37312348-001-12-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M06|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M06|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M06,3,trt_cp,kenpaullone,"CDK1, CDK5, GSK3B",3.0,10 uM,0.0
NMH002_NEU_6H:BRD-K37606513-001-01-4:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M24|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M24|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M24,3,trt_cp,isonicotinamide,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K37846922-001-08-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:E03|NMH002_NEU_6H_X2_B6_DUO52HI53LO:E03|NMH002_NEU_6H_X3_B6_DUO52HI53LO:E03,3,trt_cp,BRD-K37846922,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K37885773-001-01-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M18|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M18|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M18,3,trt_cp,WAY-262611,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K38251852-001-08-2:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:O13|NMH002_NEU_6H_X2_B6_DUO52HI53LO:O13|NMH002_NEU_6H_X3_B6_DUO52HI53LO:O13,3,trt_cp,paxilline,KCNMA1,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K38756014-001-04-4:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:E07|NMH002_NEU_6H_X2_B6_DUO52HI53LO:E07|NMH002_NEU_6H_X3_B6_DUO52HI53LO:E07,3,trt_cp,BRD-K38756014,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K38775274-001-17-1:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:O17|NMH002_NEU_6H_X2_B6_DUO52HI53LO:O17|NMH002_NEU_6H_X3_B6_DUO52HI53LO:O17,3,trt_cp,dexamethasone,NR3C1,1.0,10 uM,0.0
NMH002_NEU_6H:BRD-K39096267-001-01-4:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:C04|NMH002_NEU_6H_X2_B6_DUO52HI53LO:C04|NMH002_NEU_6H_X3_B6_DUO52HI53LO:C04,3,trt_cp,BRD-K39096267,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K39356024-001-15-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:G07|NMH002_NEU_6H_X2_B6_DUO52HI53LO:G07|NMH002_NEU_6H_X3_B6_DUO52HI53LO:G07,3,trt_cp,pregnenolone,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K39965020-001-05-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:A13|NMH002_NEU_6H_X2_B6_DUO52HI53LO:A13|NMH002_NEU_6H_X3_B6_DUO52HI53LO:A13,3,trt_cp,doconexent,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K39965020-001-06-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:G10|NMH002_NEU_6H_X2_B6_DUO52HI53LO:G10|NMH002_NEU_6H_X3_B6_DUO52HI53LO:G10,3,trt_cp,doconexent,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K40438880-001-03-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:H07|NMH002_NEU_6H_X2_B6_DUO52HI53LO:H07|NMH002_NEU_6H_X3_B6_DUO52HI53LO:H07,3,trt_cp,spermidine,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K41170226-001-10-4:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:I11|NMH002_NEU_6H_X1_B6_DUO52HI53LO:M12|NMH002_NEU_6H_X2_B6_DUO52HI53LO:I11|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M12|NMH002_NEU_6H_X3_B6_DUO52HI53LO:I11|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M12,6,trt_cp,BRD-K41170226,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K41179159-001-02-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:L06|NMH002_NEU_6H_X2_B6_DUO52HI53LO:L06|NMH002_NEU_6H_X3_B6_DUO52HI53LO:L06,3,trt_cp,BG-1006,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K41260949-001-14-1:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:H10|NMH002_NEU_6H_X2_B6_DUO52HI53LO:H10|NMH002_NEU_6H_X3_B6_DUO52HI53LO:H10,3,trt_cp,valproic-acid,"ABAT, ALDH5A1, HDAC1, SCN1A, SCN3A",5.0,10 uM,0.0
NMH002_NEU_6H:BRD-K41260949-236-10-1:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:B19|NMH002_NEU_6H_X1_B6_DUO52HI53LO:M08|NMH002_NEU_6H_X2_B6_DUO52HI53LO:B19|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M08|NMH002_NEU_6H_X3_B6_DUO52HI53LO:B19|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M08,6,trt_cp,valproic-acid,"ABAT, ALDH5A1, HDAC1, SCN1A, SCN3A",5.0,10 uM,0.0
NMH002_NEU_6H:BRD-K42352790-001-04-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:K06|NMH002_NEU_6H_X2_B6_DUO52HI53LO:K06|NMH002_NEU_6H_X3_B6_DUO52HI53LO:K06,3,trt_cp,anandamide,"CNR1, CNR2, TRPV1",3.0,10 uM,0.0
NMH002_NEU_6H:BRD-K42624714-001-03-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M02|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M02|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M02,3,trt_cp,BML-284,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K43164539-001-09-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:I09|NMH002_NEU_6H_X2_B6_DUO52HI53LO:I09|NMH002_NEU_6H_X3_B6_DUO52HI53LO:I09,3,trt_cp,cholic-acid,"CES1, FECH, PLA2G1B",3.0,10 uM,0.0
NMH002_NEU_6H:BRD-K43234716-001-01-2:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:J18|NMH002_NEU_6H_X2_B6_DUO52HI53LO:J18|NMH002_NEU_6H_X3_B6_DUO52HI53LO:J18,3,trt_cp,CTPB,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K43571060-001-06-8:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:K12|NMH002_NEU_6H_X2_B6_DUO52HI53LO:K12|NMH002_NEU_6H_X3_B6_DUO52HI53LO:K12,3,trt_cp,IQ1,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K43736954-001-19-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M11|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M11|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M11,3,trt_cp,cortisone,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K43797669-001-16-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:I10|NMH002_NEU_6H_X2_B6_DUO52HI53LO:I10|NMH002_NEU_6H_X3_B6_DUO52HI53LO:I10,3,trt_cp,genistein,"CFTR, ESR2",2.0,10 uM,0.0
NMH002_NEU_6H:BRD-K43880410-001-09-4:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:M17|NMH002_NEU_6H_X2_B6_DUO52HI53LO:M17|NMH002_NEU_6H_X3_B6_DUO52HI53LO:M17,3,trt_cp,pregnenolone,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K45528773-001-04-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:H16|NMH002_NEU_6H_X2_B6_DUO52HI53LO:H16|NMH002_NEU_6H_X3_B6_DUO52HI53LO:H16,3,trt_cp,M-344,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K45834949-001-01-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:K13|NMH002_NEU_6H_X2_B6_DUO52HI53LO:K13|NMH002_NEU_6H_X3_B6_DUO52HI53LO:K13,3,trt_cp,androstanol,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K45882009-001-06-1:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:J23|NMH002_NEU_6H_X2_B6_DUO52HI53LO:J23|NMH002_NEU_6H_X3_B6_DUO52HI53LO:J23,3,trt_cp,dihydrocapsaicin,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K46018455-001-23-5:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:E15|NMH002_NEU_6H_X2_B6_DUO52HI53LO:E15|NMH002_NEU_6H_X3_B6_DUO52HI53LO:E15,3,trt_cp,bezafibrate,"PPARA, PPARD, PPARG",3.0,10 uM,0.0
NMH002_NEU_6H:BRD-K46918889-001-02-6:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:P04|NMH002_NEU_6H_X2_B6_DUO52HI53LO:P04|NMH002_NEU_6H_X3_B6_DUO52HI53LO:P04,3,trt_cp,BG-1025,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K47192521-001-04-7:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:G12|NMH002_NEU_6H_X2_B6_DUO52HI53LO:G12|NMH002_NEU_6H_X3_B6_DUO52HI53LO:G12,3,trt_cp,icosapent,"PTGS1, PTGS2",2.0,10 uM,0.0
NMH002_NEU_6H:BRD-K47503321-001-01-3:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:A23|NMH002_NEU_6H_X2_B6_DUO52HI53LO:A23|NMH002_NEU_6H_X3_B6_DUO52HI53LO:A23,3,trt_cp,BRD-K47503321,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K47539947-001-02-9:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:C21|NMH002_NEU_6H_X2_B6_DUO52HI53LO:C21|NMH002_NEU_6H_X3_B6_DUO52HI53LO:C21,3,trt_cp,tetradecylthioacetic-acid,,0.0,10 uM,0.0
NMH002_NEU_6H:BRD-K48112880-001-01-5:10,NEU,NMH002,6 h,NMH002_NEU_6H_X1_B6_DUO52HI53LO:C18|NMH002_NEU_6H_X2_B6_DUO52HI53LO:C18|NMH002_NEU_6H_X3_B6_DUO52HI53LO:C18,3,trt_cp,FH-535,,0.0,10 uM,0.0
