,NEU_prg,pert_drug,targets,dose
NMH001_NEU_6H:P07,-0.07513933866793285,SKF-83959,,10 uM
NMH001_NEU_6H:P08,0.1933383895905379,KDM-096,,10 uM
NMH001_NEU_6H:P09,0.5206324565319068,SR-144528,CNR2,10 uM
NMH001_NEU_6H:P10,0.6817826641088176,chlorhexidine,,10 uM
NMH001_NEU_6H:P11,0.7375352786137177,SR-48692,,10 uM
NMH001_NEU_6H:P12,1.7103713841191759,RN-1,,10 uM
NMH001_NEU_6H:P13,1.1596119265466913,serotonin,"HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR4, HTR5A, HTR6, HTR7",10 uM
NMH001_NEU_6H:P14,0.17173789125348055,KW-06,,10 uM
NMH001_NEU_6H:P15,-0.8253663666230996,spiperone,"ADRA1A, DRD2, DRD3, DRD4, HTR1A, HTR2A, HTR7",10 uM
NMH001_NEU_6H:P16,1.1224830826346357,BG-1001,,10 uM
NMH001_NEU_6H:P17,-0.1707310674301366,SR-142948,,10 uM
NMH001_NEU_6H:P18,0.2573916555175112,BG-1002,,10 uM
NMH001_NEU_6H:P19,0.24589935201637614,SIB-1553A,,10 uM
NMH001_NEU_6H:P20,-1.3095222705727951,BG-1003,,10 uM
NMH001_NEU_6H:P21,0.2223878694686835,SKF-83822,,10 uM
NMH001_NEU_6H:P22,-0.5010841645313553,BG-1004,,10 uM
NMH001_NEU_6H:P23,0.16096251232520703,kcl,,0.12 uM
NMH001_NEU_6H:P24,-0.03754927219863139,kcl,,0.12 uM
NMH002_NEU_24H:BRD-A02006392-001-12-3:10,-0.22628098878637248,nitrendipine,"CACNA1C, CACNA1D, CACNA2D1",10 uM
NMH002_NEU_24H:BRD-A05457250-001-06-8:10,0.05209987094146468,BAY-K8644,CACNA1C,10 uM
NMH002_NEU_24H:BRD-A07824748-001-08-3:10,-0.17199274658366653,flavanone,,10 uM
NMH002_NEU_24H:BRD-A08027849-236-01-7:10,-1.0699786850093342,BRD-A08027849,,10 uM
NMH002_NEU_24H:BRD-A09533288-003-26-2:10,0.2509059976917277,verapamil,"CACNA1C, CACNA1D, CACNA1G, CACNA1S",10 uM
NMH002_NEU_24H:BRD-A13084692-001-10-8:10,-0.2199777762943676,troglitazone,PPARG,10 uM
NMH002_NEU_24H:BRD-A13946108-001-13-0:10,0.2612753311691647,sulindac,"AKR1B1, PTGS1, PTGS2",10 uM
NMH002_NEU_24H:BRD-A16694057-001-05-0:10,0.3829226033202085,BADGE,PPARG,10 uM
NMH002_NEU_24H:BRD-A17390249-001-03-8:10,-0.29503569595258416,BG-1015,,10 uM
NMH002_NEU_24H:BRD-A19037878-001-02-3:10,-1.7630908754508436,BRD-A19037878,,10 uM
NMH002_NEU_24H:BRD-A19500257-001-03-9:10,0.11282942444221114,geldanamycin,HSP90AA1,10 uM
NMH002_NEU_24H:BRD-A22997170-001-04-4:10,-0.6567343746468655,CCT036477,,10 uM
NMH002_NEU_24H:BRD-A23747351-001-02-7:10,-0.007242678009796888,sirtinol,"SIRT1, SIRT2",10 uM
NMH002_NEU_24H:BRD-A30142024-001-01-1:10,0.6717402257032328,dithiothreitol,,10 uM
NMH002_NEU_24H:BRD-A38878059-001-02-8:10,-0.46243748497853326,BL-077,,10 uM
NMH002_NEU_24H:BRD-A41145729-001-04-3:10,-0.022003049911384714,methoprene-acid,RXRA,10 uM
NMH002_NEU_24H:BRD-A42994615-236-01-8:10,0.07957983363223106,BRD-A42994615,,10 uM
NMH002_NEU_24H:BRD-A47268303-001-01-7:10,0.31040993090247887,garcinol,,10 uM
NMH002_NEU_24H:BRD-A48430263-001-05-1:10,-0.7656204954708757,pioglitazone,PPARG,10 uM
NMH002_NEU_24H:BRD-A50287119-001-01-5:10,-0.44486270167822783,sirolimus,"FKBP1A, MTOR",10 uM
NMH002_NEU_24H:BRD-A54024781-001-02-3:10,-1.4533786441533971,BG-1008,,10 uM
NMH002_NEU_24H:BRD-A56798952-001-01-5:1,-0.39883095641316146,bafilomycin,,1.11 uM
NMH002_NEU_24H:BRD-A56798952-001-01-5:10,0.04930251286224169,bafilomycin,,10 uM
NMH002_NEU_24H:BRD-A58048407-001-12-1:10,0.0981939915557663,nimodipine,"CACNA1C, CACNA1D, CACNA1F, CACNA1S, NR3C2",10 uM
NMH002_NEU_24H:BRD-A62336480-003-01-3:10,-0.13044640360752446,niguldipine,"ADRA1A, CACNA1C",10 uM
NMH002_NEU_24H:BRD-A63989068-001-01-2:10,-2.7291909957105824,apicidin,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",10 uM
NMH002_NEU_24H:BRD-A64228451-001-07-6:10,-1.1684784638328944,terreic-acid,,10 uM
NMH002_NEU_24H:BRD-A64479082-310-01-0:10,-0.09725015963032793,quinidine,SCN5A,10 uM
NMH002_NEU_24H:BRD-A67788537-001-04-1:10,0.669808808719724,salermide,"SIRT1, SIRT2",10 uM
NMH002_NEU_24H:BRD-A70814879-003-01-8:10,0.4803900846875083,ABC-294640,SPHK2,10 uM
NMH002_NEU_24H:BRD-A72024019-001-01-7:10,1.0366500777480567,tunicamycin,GNPTAB,10 uM
NMH002_NEU_24H:BRD-A72666989-001-01-1:10,0.0896547822019754,timosaponin,,10 uM
NMH002_NEU_24H:BRD-A73908300-001-03-4:10,0.1060236839871386,EX-527,SIRT1,10 uM
NMH002_NEU_24H:BRD-A73972952-001-02-3:10,0.6958303906215917,BG-1010,,10 uM
NMH002_NEU_24H:BRD-A75409952-001-04-0:10,0.07670629735676393,wortmannin,"PIK3CA, PIK3CG, PLK1",10 uM
NMH002_NEU_24H:BRD-A75409952-001-06-5:10,-0.5539417007003853,wortmannin,"PIK3CA, PIK3CG, PLK1",10 uM
NMH002_NEU_24H:BRD-A77144340-001-01-8:10,0.10912004849218108,ketocholesterol,,10 uM
NMH002_NEU_24H:BRD-A79067928-001-04-3:10,-0.4592087192475979,etoposide,"TOP2A, TOP2B",10 uM
NMH002_NEU_24H:BRD-A81585303-001-01-1:10,0.13978595815676034,acadesine,,10 uM
NMH002_NEU_24H:BRD-A84228258-001-03-6:10,0.5870057295215235,brefeldin-a,,10 uM
NMH002_NEU_24H:BRD-A91699651-001-02-4:10,-0.03609179249710487,chloroquine,,10 uM
NMH002_NEU_24H:BRD-A93000692-001-06-5:10,-0.824469336699672,ciglitazone,PPARG,10 uM
NMH002_NEU_24H:BRD-A93255169-001-21-8:10,0.07190386861333037,thalidomide,"CRBN, TNF",10 uM
NMH002_NEU_24H:BRD-A95074085-236-01-6:10,0.46510021949175917,BRD-A95074085,,10 uM
NMH002_NEU_24H:BRD-A96799240-001-02-5:10,-0.03245303715442366,BRD-A96799240,,10 uM
NMH002_NEU_24H:BRD-A97437073-050-09-5:10,-0.05866036979629169,rosiglitazone,PPARG,10 uM
NMH002_NEU_24H:BRD-A99117172-001-01-1:10,0.11679865756845911,hydroxychloroquine,"TLR7, TLR9",10 uM
NMH002_NEU_24H:BRD-A99182808-001-01-7:10,0.3852055329646342,usnic-acid,,10 uM
NMH002_NEU_24H:BRD-K00184207-001-04-0:10,-0.6605900190822771,GR-206,,10 uM
NMH002_NEU_24H:BRD-K00959089-001-02-2:10,-0.6909866880999083,thenoyltrifluoroacetone,CES1,10 uM
NMH002_NEU_24H:BRD-K01192156-001-03-5:10,0.4242965196537534,BRD-K01192156,,10 uM
NMH002_NEU_24H:BRD-K01292756-001-20-1:10,0.2716494824832028,pimozide,"DRD2, DRD3, HTR2A",10 uM
NMH002_NEU_24H:BRD-K01493881-001-24-5:10,0.11702030043165818,apigenin,,10 uM
NMH002_NEU_24H:BRD-K01507359-001-11-2:10,-0.865035008077112,rifampicin,NR1I2,10 uM
NMH002_NEU_24H:BRD-K01567962-001-16-4:10,-0.12764964887152697,pyrazolanthrone,"MAPK10, MAPK8, MAPK9, TTK",10 uM
NMH002_NEU_24H:BRD-K01638814-050-01-2:10,0.6009452267638538,rilmenidine,"ADRA2A, NISCH",10 uM
NMH002_NEU_24H:BRD-K01902415-001-06-7:10,0.772099624935362,pirinixic-acid,PPARA,10 uM
NMH002_NEU_24H:BRD-K02404261-001-12-6:10,0.2136024268109794,caffeine,"ADORA1, ADORA2A, ADORA2B, ATM, ITPR1, RYR1",10 uM
NMH002_NEU_24H:BRD-K02526760-001-02-3:10,-0.3463633868347108,QS-11,ARFGAP1,10 uM
NMH002_NEU_24H:BRD-K02637541-001-13-1:10,-0.26969427145535263,celecoxib,PTGS2,10 uM
NMH002_NEU_24H:BRD-K03816923-001-08-8:10,-0.7769434985334116,rottlerin,,10 uM
NMH002_NEU_24H:BRD-K04431258-001-01-5:10,0.4009782234879472,Val-Val-Val,,10 uM
NMH002_NEU_24H:BRD-K04701986-001-02-8:10,0.07854301184157081,BL-050,,10 uM
NMH002_NEU_24H:BRD-K04722205-001-01-1:10,0.3241098681348273,BRD-K04722205,,10 uM
NMH002_NEU_24H:BRD-K04923131-001-11-3:10,0.3573458410621123,BRD-K04923131,,10 uM
NMH002_NEU_24H:BRD-K05396879-001-06-7:10,0.21493508111192539,BRD-K05396879,,10 uM
NMH002_NEU_24H:BRD-K06080977-001-14-1:10,0.42197423768011466,eicosatetraynoic-acid,"ALOX12, PPARA, PPARG, PTGS1",10 uM
NMH002_NEU_24H:BRD-K06854232-001-10-8:10,0.15114293993210992,AM-580,RARA,10 uM
NMH002_NEU_24H:BRD-K06902185-001-13-6:10,0.45258226553295805,minoxidil,"ABCC9, KCNJ11, KCNJ8",10 uM
NMH002_NEU_24H:BRD-K07103434-096-01-4:10,-1.022233083711109,pyrvinium-pamoate,AR,10 uM
NMH002_NEU_24H:BRD-K08135697-001-02-5:10,0.09770075314233662,BG-1024,,10 uM
NMH002_NEU_24H:BRD-K08252256-236-26-2:10,-0.06653526870534887,diclofenac,"PTGS1, PTGS2",10 uM
NMH002_NEU_24H:BRD-K08316444-001-06-8:10,1.4013594750003946,rotenone,ND1,10 uM
NMH002_NEU_24H:BRD-K08478539-001-09-6:10,0.35122522477429696,SMER-28,,10 uM
NMH002_NEU_24H:BRD-K08697762-065-01-1:10,-0.4317641117541918,aminoresveratrol,,10 uM
NMH002_NEU_24H:BRD-K08807999-001-01-6:10,-0.9532064200691504,NO-ASA,PTGS2,10 uM
NMH002_NEU_24H:BRD-K08856548-001-03-5:10,0.6054051963817477,BG-1016,,10 uM
NMH002_NEU_24H:BRD-K09132007-001-03-4:10,-0.023670458081808957,D-4476,"CSNK1A1, TGFB1",10 uM
NMH002_NEU_24H:BRD-K11129031-001-22-6:10,-0.0024138266540953135,gemfibrozil,"CYP2C8, LPL, PPARA",10 uM
NMH002_NEU_24H:BRD-K11528507-001-05-9:10,-0.5965227708442596,geldanamycin,HSP90AA1,10 uM
NMH002_NEU_24H:BRD-K12184916-001-08-9:10,-0.26457392330556173,NVP-BEZ235,"MTOR, PIK3CA, PIK3CD, PIK3CG",10 uM
NMH002_NEU_24H:BRD-K12762134-001-02-1:10,0.3442000546033485,XAV-939,"TNKS, TNKS2",10 uM
NMH002_NEU_24H:BRD-K13005598-001-01-5:10,0.33104846675085,foxy-5,,10 uM
NMH002_NEU_24H:BRD-K13169950-001-10-2:10,-0.7291954009593133,NSC-3852,HDAC1,10 uM
NMH002_NEU_24H:BRD-K13927029-001-02-7:10,0.6860578300733997,retinol,"RXRA, RXRB, RXRG",10 uM
NMH002_NEU_24H:BRD-K14221870-001-02-4:10,-1.4079920084639306,oxamflatin,,10 uM
NMH002_NEU_24H:BRD-K17476933-001-04-2:10,0.3709805383210763,ITSA-1,,10 uM
NMH002_NEU_24H:BRD-K17561142-003-25-9:10,0.49340919911819914,amiodarone,KCNH2,10 uM
NMH002_NEU_24H:BRD-K17820047-001-03-6:10,0.6131902185421391,BML-210,,10 uM
NMH002_NEU_24H:BRD-K17953061-001-12-7:10,1.1344870228405466,staurosporine,"CDK2, GSK3B",10 uM
NMH002_NEU_24H:BRD-K18135438-001-11-8:10,-0.22199400613603024,BRD-K18135438,,10 uM
NMH002_NEU_24H:BRD-K18910433-001-24-2:10,0.06318785508880714,estradiol,"ESR1, ESR2, NR1I2",10 uM
NMH002_NEU_24H:BRD-K19111024-001-15-9:10,0.4389944905654226,clofibric-acid,PPARA,10 uM
NMH002_NEU_24H:BRD-K20697946-001-01-9:10,0.1172111927053959,diarylsulfonesulfonamide,,10 uM
NMH002_NEU_24H:BRD-K20880473-001-03-8:10,0.6963398372170191,BG-1013,,10 uM
NMH002_NEU_24H:BRD-K20986251-001-10-6:10,-0.23638779948369906,BRD-K20986251,,10 uM
NMH002_NEU_24H:BRD-K21283037-001-15-7:10,0.1777134595984815,riluzole,SCN5A,10 uM
NMH002_NEU_24H:BRD-K22429181-001-12-6:10,-0.5123600167849705,retinol,"RXRA, RXRB, RXRG",10 uM
NMH002_NEU_24H:BRD-K22503835-001-08-6:10,-0.8644609700844135,scriptaid,HDAC1,10 uM
NMH002_NEU_24H:BRD-K23875128-001-09-1:10,0.15207283087140724,BRD-K23875128,,10 uM
NMH002_NEU_24H:BRD-K23984367-075-10-3:10,0.1847764263536126,sorafenib,"BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET",10 uM
NMH002_NEU_24H:BRD-K24656285-001-04-4:10,-0.41827650889679624,farnesol,MAOB,10 uM
NMH002_NEU_24H:BRD-K24994810-001-02-7:10,0.2289786731444567,androstenol,NR1I3,10 uM
NMH002_NEU_24H:BRD-K26117720-001-03-0:10,-0.09341673160729758,gingerol,,10 uM
NMH002_NEU_24H:BRD-K26521938-001-06-4:10,-0.85388989754582,dinoprostone,"PTGER1, PTGER2, PTGER3, PTGER4",10 uM
NMH002_NEU_24H:BRD-K26657438-001-10-3:10,0.4031328436167284,imiquimod,"TLR7, TLR8",10 uM
NMH002_NEU_24H:BRD-K26818574-305-01-9:10,-0.561304620702911,BIX-01294,EHMT2,10 uM
NMH002_NEU_24H:BRD-K26925640-001-01-7:10,-0.08373256089240776,BML-286,,10 uM
NMH002_NEU_24H:BRD-K27305650-001-11-7:10,-0.6376229951561146,LY-294002,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PLK1, PRKDC",10 uM
NMH002_NEU_24H:BRD-K27316855-001-10-9:10,-0.0163986626911867,calcitriol,VDR,10 uM
NMH002_NEU_24H:BRD-K27332342-001-01-6:10,-0.5147994903229185,BRD-K27332342,,10 uM
NMH002_NEU_24H:BRD-K27450477-003-06-8:10,-0.09761311122774302,EHNA,"ADA, PDE2A",10 uM
NMH002_NEU_24H:BRD-K27499107-001-04-2:10,-0.2758786395696873,carbacyclin,"PPARD, PTGIR",10 uM
NMH002_NEU_24H:BRD-K27710560-001-05-9:10,0.5775490818838531,splitomycin,,10 uM
NMH002_NEU_24H:BRD-K27756844-001-02-7:10,0.11902369131742474,BG-1032,,10 uM
NMH002_NEU_24H:BRD-K27799527-001-02-1:10,-0.05232676832866037,BG-1020,,10 uM
NMH002_NEU_24H:BRD-K28470988-001-03-8:10,0.7149549686162129,L-690330,IMPA1,10 uM
NMH002_NEU_24H:BRD-K28912512-001-19-0:10,-0.21364125313840954,nicotinamide,PARP1,10 uM
NMH002_NEU_24H:BRD-K30466858-335-01-5:10,0.45392529296148487,ellagic-acid,"CA1, CA12, CA14, CA2, CA4, CA6, CA9, SYK",10 uM
NMH002_NEU_24H:BRD-K30707190-001-03-3:10,0.005757971652310789,PNU-74654,"CTNNB1, TCF4",10 uM
NMH002_NEU_24H:BRD-K30743633-001-08-2:10,-0.3163794894218349,TCPOBOP,NR1I3,10 uM
NMH002_NEU_24H:BRD-K30984264-003-10-0:10,-0.1495343732587669,harmine,MAOA,10 uM
NMH002_NEU_24H:BRD-K31023358-001-18-0:10,-0.45725294058224963,purpurogallin,BCL2L1,10 uM
NMH002_NEU_24H:BRD-K31041191-001-03-5:10,-1.9886999306573463,BG-1029,,10 uM
NMH002_NEU_24H:BRD-K31342827-001-12-0:10,0.4209218461945644,BRD-K31342827,,10 uM
NMH002_NEU_24H:BRD-K32107296-001-11-0:10,-0.0513174021248306,temozolomide,MGMT,10 uM
NMH002_NEU_24H:BRD-K32164935-001-25-8:10,-0.45870066726594366,tolazamide,,10 uM
NMH002_NEU_24H:BRD-K32307229-001-01-9:10,-0.07438011860895866,BRD-K32307229,,10 uM
NMH002_NEU_24H:BRD-K32536677-001-02-8:10,-0.05225445113816951,AGK-2,SIRT2,10 uM
NMH002_NEU_24H:BRD-K32610195-001-14-9:10,-0.13760625852104558,androstenedione,"AKR1C3, HSD17B1, HSD3B1",10 uM
NMH002_NEU_24H:BRD-K33127281-001-02-3:10,0.15644182505188484,adapalene,"RARA, RARB, RARG",10 uM
NMH002_NEU_24H:BRD-K33422401-001-02-3:10,-0.08173214727061745,PMSF,,10 uM
NMH002_NEU_24H:BRD-K33572481-001-02-8:10,-0.005690682800001345,taurodeoxycholic-acid,,10 uM
NMH002_NEU_24H:BRD-K35010406-001-03-7:10,-2.309355690610547,BG-1005,,10 uM
NMH002_NEU_24H:BRD-K35307346-001-04-8:10,0.08819519141944107,BRD-K35307346,,10 uM
NMH002_NEU_24H:BRD-K35483542-001-05-6:10,-0.1431375587892725,alitretinoin,"RARA, RARB, RARG, RXRA, RXRB, RXRG",10 uM
NMH002_NEU_24H:BRD-K35923252-001-03-6:10,0.36853910623627717,BRD-K35923252,,10 uM
NMH002_NEU_24H:BRD-K35960502-001-16-8:10,-0.4590923425418495,niclosamide,STAT3,10 uM
NMH002_NEU_24H:BRD-K36137799-001-04-0:10,-1.0464182314135568,plumbagin,,10 uM
NMH002_NEU_24H:BRD-K36162096-001-09-7:10,-0.10955522986603003,BRD-K36162096,,10 uM
NMH002_NEU_24H:BRD-K37270826-001-21-9:10,-0.009822942363021225,mifepristone,"AR, NR3C1, PGR",10 uM
NMH002_NEU_24H:BRD-K37312348-001-12-7:10,0.21674245046778515,kenpaullone,"CDK1, CDK5, GSK3B",10 uM
NMH002_NEU_24H:BRD-K37606513-001-01-4:10,0.1318983288553737,isonicotinamide,,10 uM
NMH002_NEU_24H:BRD-K37846922-001-08-6:10,0.2575058821550479,BRD-K37846922,,10 uM
NMH002_NEU_24H:BRD-K37885773-001-01-9:10,0.2965184726310392,WAY-262611,,10 uM
NMH002_NEU_24H:BRD-K38251852-001-08-2:10,-0.7493885642736169,paxilline,KCNMA1,10 uM
NMH002_NEU_24H:BRD-K38756014-001-04-4:10,0.26539434060231926,BRD-K38756014,,10 uM
NMH002_NEU_24H:BRD-K38775274-001-17-1:10,0.7641819463776967,dexamethasone,NR3C1,10 uM
NMH002_NEU_24H:BRD-K39096267-001-01-4:10,0.07345610819631615,BRD-K39096267,,10 uM
NMH002_NEU_24H:BRD-K39356024-001-15-6:10,0.21918526886645084,pregnenolone,,10 uM
NMH002_NEU_24H:BRD-K39965020-001-05-9:10,-0.4174194499102429,doconexent,,10 uM
NMH002_NEU_24H:BRD-K39965020-001-06-7:10,0.3473118082347432,doconexent,,10 uM
NMH002_NEU_24H:BRD-K40438880-001-03-8:10,-0.10612303744919044,spermidine,,10 uM
NMH002_NEU_24H:BRD-K41170226-001-10-4:10,0.5076237949553786,BRD-K41170226,,10 uM
NMH002_NEU_24H:BRD-K41179159-001-02-3:10,-1.7802494010419392,BG-1006,,10 uM
NMH002_NEU_24H:BRD-K41260949-001-14-1:10,0.7745081349835148,valproic-acid,"ABAT, ALDH5A1, HDAC1, SCN1A, SCN3A",10 uM
NMH002_NEU_24H:BRD-K41260949-236-10-1:10,0.09329652038072148,valproic-acid,"ABAT, ALDH5A1, HDAC1, SCN1A, SCN3A",10 uM
NMH002_NEU_24H:BRD-K42352790-001-04-6:10,-0.23270128577682314,anandamide,"CNR1, CNR2, TRPV1",10 uM
NMH002_NEU_24H:BRD-K42624714-001-03-3:10,-0.8293603809228223,BML-284,,10 uM
NMH002_NEU_24H:BRD-K43164539-001-09-9:10,0.48388141526165207,cholic-acid,"CES1, FECH, PLA2G1B",10 uM
NMH002_NEU_24H:BRD-K43234716-001-01-2:10,0.1337206663789662,CTPB,,10 uM
NMH002_NEU_24H:BRD-K43571060-001-06-8:10,0.10753113740349712,IQ1,,10 uM
NMH002_NEU_24H:BRD-K43736954-001-19-9:10,-0.6574548568902244,cortisone,,10 uM
NMH002_NEU_24H:BRD-K43797669-001-16-3:10,-0.08714087517554521,genistein,"CFTR, ESR2",10 uM
NMH002_NEU_24H:BRD-K43880410-001-09-4:10,0.6552716928226952,pregnenolone,,10 uM
NMH002_NEU_24H:BRD-K45528773-001-04-9:10,-1.3769007835667642,M-344,,10 uM
NMH002_NEU_24H:BRD-K45834949-001-01-6:10,0.36800227016811204,androstanol,,10 uM
NMH002_NEU_24H:BRD-K45882009-001-06-1:10,-0.4394790899125181,dihydrocapsaicin,,10 uM
NMH002_NEU_24H:BRD-K46018455-001-23-5:10,0.14029990139057444,bezafibrate,"PPARA, PPARD, PPARG",10 uM
NMH002_NEU_24H:BRD-K46918889-001-02-6:10,-1.4235494179635373,BG-1025,,10 uM
NMH002_NEU_24H:BRD-K47192521-001-04-7:10,-0.3154522495233534,icosapent,"PTGS1, PTGS2",10 uM
NMH002_NEU_24H:BRD-K47503321-001-01-3:10,0.1352670164373715,BRD-K47503321,,10 uM
NMH002_NEU_24H:BRD-K47539947-001-02-9:10,0.4139703443758942,tetradecylthioacetic-acid,,10 uM
NMH002_NEU_24H:BRD-K48112880-001-01-5:10,0.392021213598368,FH-535,,10 uM
NMH002_NEU_24H:BRD-K49685476-001-11-8:10,0.10901526872246169,TTNPB,RARB,10 uM
NMH002_NEU_24H:BRD-K50590187-001-17-3:10,0.5137170835330014,capsaicin,TRPV1,10 uM
NMH002_NEU_24H:BRD-K51490254-001-01-7:10,0.0381057183848679,BRD-K51490254,,10 uM
NMH002_NEU_24H:BRD-K51704689-001-04-0:10,0.6391269978845546,BG-1031,,10 uM
NMH002_NEU_24H:BRD-K51966546-001-02-2:10,-2.0453464407463966,BG-1026,,10 uM
NMH002_NEU_24H:BRD-K52313696-001-08-1:10,1.1364596484401637,tacedinaline,,10 uM
NMH002_NEU_24H:BRD-K52313696-001-09-9:10,0.23818916807487656,tacedinaline,,10 uM
NMH002_NEU_24H:BRD-K52313696-001-10-7:10,0.9960895019457434,tacedinaline,,10 uM
NMH002_NEU_24H:BRD-K52405437-001-01-4:10,0.5719658623994641,penitrem-a,KCNMA1,10 uM
NMH002_NEU_24H:BRD-K52522949-001-02-5:10,-0.9832973515719089,NCH-51,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",10 uM
NMH002_NEU_24H:BRD-K52696183-003-01-0:10,0.04479178570843319,desmethylclomipramine,,10 uM
NMH002_NEU_24H:BRD-K53263234-001-04-5:10,0.10959775976335612,CITCO,,10 uM
NMH002_NEU_24H:BRD-K53597484-001-01-9:10,-0.4150441310944576,TNP-470,METAP2,10 uM
NMH002_NEU_24H:BRD-K54028654-001-01-8:10,-0.17400714347895588,trehalose,,10 uM
NMH002_NEU_24H:BRD-K54168243-001-01-0:10,0.420800565528755,Z-36,,10 uM
NMH002_NEU_24H:BRD-K54330070-001-12-1:10,0.4426182715808951,SB-202190,MAPK14,10 uM
NMH002_NEU_24H:BRD-K54729176-001-01-0:10,0.2930350659227556,BRD-K54729176,,10 uM
NMH002_NEU_24H:BRD-K54771420-001-09-9:10,0.17055498893937054,glycocholic-acid,,10 uM
NMH002_NEU_24H:BRD-K55478147-001-01-9:10,0.03405672744339616,isonicotinohydroxamic-acid,,10 uM
NMH002_NEU_24H:BRD-K55591206-001-11-6:10,0.011124177894908736,BRD-K55591206,,10 uM
NMH002_NEU_24H:BRD-K56956679-001-01-9:10,0.3682829978928662,BG-1018,,10 uM
NMH002_NEU_24H:BRD-K57139258-001-01-0:10,-0.050402257706606585,z-guggulsterone,NR1H4,10 uM
NMH002_NEU_24H:BRD-K58550667-001-04-6:10,0.18620331595652556,FK-866,NAMPT,10 uM
NMH002_NEU_24H:BRD-K59184148-001-13-3:10,-0.14071238506105577,SB-216763,GSK3B,10 uM
NMH002_NEU_24H:BRD-K59406868-001-01-3:10,-0.6135561068345653,NCI-16221,,10 uM
NMH002_NEU_24H:BRD-K59773493-001-01-9:10,-0.18326330609038444,benzohydroxamic-acid,,10 uM
NMH002_NEU_24H:BRD-K59946561-001-07-5:10,0.018512117173700583,BRD-K59946561,,10 uM
NMH002_NEU_24H:BRD-K60230970-001-09-2:10,0.10475922976904606,MG-132,PSMB1,10 uM
NMH002_NEU_24H:BRD-K60303132-001-03-5:10,0.23185550666324423,BG-1017,,10 uM
NMH002_NEU_24H:BRD-K60623809-001-04-6:10,-0.25226129537299824,SU-11652,"KDR, PDGFRB",10 uM
NMH002_NEU_24H:BRD-K61250553-003-24-9:10,0.22412664758872242,loperamide,"OPRD1, OPRM1",10 uM
NMH002_NEU_24H:BRD-K61314889-001-02-8:10,0.7511049649292743,endo-IWR-1,"TNKS, TNKS2",10 uM
NMH002_NEU_24H:BRD-K61463582-001-04-9:10,-0.18854006156919143,BRD-K61463582,AHR,10 uM
NMH002_NEU_24H:BRD-K61480498-001-03-8:10,0.5677737110181146,epoxycholesterol,"NR1H2, NR1H3",10 uM
NMH002_NEU_24H:BRD-K61559475-001-07-7:10,0.11276808225860163,cardamonin,,10 uM
NMH002_NEU_24H:BRD-K61894884-001-01-6:10,1.552149133869751,BRD-K61894884,,10 uM
NMH002_NEU_24H:BRD-K62012036-001-10-2:10,0.48534949486498,acitretin,"RARA, RXRG",10 uM
NMH002_NEU_24H:BRD-K62810658-001-09-8:10,-0.5260471004289986,PD-98059,MAP2K1,10 uM
NMH002_NEU_24H:BRD-K62910157-001-03-5:10,0.9057902616966191,C2-dihydroceramide,,10 uM
NMH002_NEU_24H:BRD-K63089472-001-04-3:10,0.4516016422217751,farnesylthioacetic-acid,,10 uM
NMH002_NEU_24H:BRD-K64024097-001-02-8:10,0.61736138381967,BRD-K64024097,,10 uM
NMH002_NEU_24H:BRD-K64606589-001-02-7:10,-2.0211920331770505,apicidin,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",10 uM
NMH002_NEU_24H:BRD-K64729807-001-03-1:10,0.042469850771704704,BRD-K64729807,,10 uM
NMH002_NEU_24H:BRD-K64994968-001-24-2:10,-0.37949035476987203,progesterone,"CYP17A1, NR3C2, PGR",10 uM
NMH002_NEU_24H:BRD-K65031973-001-02-1:10,-1.5710449380031222,BG-1007,,10 uM
NMH002_NEU_24H:BRD-K65331431-001-05-4:10,0.12253231530189763,retinyl,,10 uM
NMH002_NEU_24H:BRD-K65411918-001-02-3:10,0.039647066167001366,BRD-K65411918,,10 uM
NMH002_NEU_24H:BRD-K65716359-001-01-3:10,0.3993525943682741,exifone,TYR,10 uM
NMH002_NEU_24H:BRD-K66588514-001-03-3:10,-0.16329290066927493,BG-1019,,10 uM
NMH002_NEU_24H:BRD-K66956375-001-09-7:10,-0.1872001316703445,oleoylethanolamide,"GPR119, PPARA",10 uM
NMH002_NEU_24H:BRD-K66968629-001-01-3:10,-0.011938597497312353,BG-1012,,10 uM
NMH002_NEU_24H:BRD-K66989831-001-01-3:10,-0.048657881786633356,anacardic-acid,,10 uM
NMH002_NEU_24H:BRD-K67102207-236-03-6:10,0.6117047432019165,phenylbutyrate,,10 uM
NMH002_NEU_24H:BRD-K67265981-001-01-5:10,-0.2101114552781843,carnosol,,10 uM
NMH002_NEU_24H:BRD-K67860401-001-04-9:10,0.21521513441150708,AR-A014418,GSK3B,10 uM
